Campaign_ID,Campaign_Name,Platform,Campaign_Type,Objective,Audience_Segment,Region,Device_Type,Ad_Format,Launch_Date,Spend_USD,Impressions,Clicks,CTR_Percent,CPC_USD,Conversions,Conversion_Rate_Percent,CPA_USD,Revenue_USD,ROAS,Engagement_Rate_Percent,Video_Completion_Rate_Percent
MKTCAMP_1364,Lead Generation_Europe_364,YouTube,Lead Generation,Conversions,Luxury Buyers,Europe,Desktop,Image,2025-03-24,11045.47,1071967,42023,3.92,0.26,5901,14.04,1.87,1313654.05,118.93,16.64,
MKTCAMP_1365,Product Launch_North America_365,Google Ads,Product Launch,Conversions,Parents with Kids,North America,Tablet,Video,2025-02-04,11362.81,1696196,93521,5.51,0.12,10151,10.85,1.12,2586909.34,227.66,5.31,55.99
MKTCAMP_1366,Sales Conversion_APAC_366,TikTok,Sales Conversion,Traffic,Healthcare Professionals,APAC,Mobile,Carousel,2025-04-13,3053.51,333480,14506,4.35,0.21,1728,11.91,1.77,577445.65,189.11,11.59,
MKTCAMP_1367,Sales Conversion_Europe_367,YouTube,Sales Conversion,Conversions,Tech Decision Makers,Europe,Desktop,Image,2025-02-08,18718.05,2454458,135884,5.54,0.14,2366,1.74,7.91,263584.95,14.08,7.46,
MKTCAMP_1368,Lead Generation_Latin America_368,Google Ads,Lead Generation,Engagement,Gamers,Latin America,Mobile,Carousel,2025-03-31,12076.09,582270,8933,1.53,1.35,477,5.34,25.32,162604.75,13.47,6.93,
MKTCAMP_1369,Sales Conversion_Middle East_369,YouTube,Sales Conversion,Leads,Gamers,Middle East,Mobile,Image,2025-04-10,12310.01,926914,49565,5.35,0.25,2682,5.41,4.59,258109.31,20.97,10.14,
MKTCAMP_1370,Product Launch_APAC_370,LinkedIn,Product Launch,Awareness,Students 18-24,APAC,Tablet,Image,2025-02-03,634.89,26271,571,2.17,1.11,6,1.14,105.81,387.41,0.61,7.06,
MKTCAMP_1371,App Install_Middle East_371,LinkedIn,App Install,Engagement,Students 18-24,Middle East,Mobile,Image,2025-04-28,20163.35,2882729,131239,4.55,0.15,7396,5.64,2.73,2427080.16,120.37,8.07,
MKTCAMP_1372,Retargeting_Middle East_372,Meta,Retargeting,Leads,Parents with Kids,Middle East,Mobile,Carousel,2025-04-05,2633.77,397888,5260,1.32,0.5,344,6.54,7.66,66175.91,25.13,16.32,
MKTCAMP_1373,Brand Awareness_APAC_373,Meta,Brand Awareness,Leads,Pet Owners,APAC,Tablet,Story,2025-02-07,12591.89,2095373,176887,8.44,0.07,4954,2.8,2.54,584146.39,46.39,8.03,
MKTCAMP_1374,Lead Generation_Europe_374,Meta,Lead Generation,Leads,Parents with Kids,Europe,Desktop,Carousel,2025-03-05,10834.79,1234990,95732,7.75,0.11,12440,13.0,0.87,2793149.08,257.79,6.55,
MKTCAMP_1375,Sales Conversion_India_375,YouTube,Sales Conversion,Engagement,Parents with Kids,India,Desktop,Story,2025-01-22,20682.86,4382923,309070,7.05,0.07,1630,0.53,12.69,380846.95,18.41,2.08,
MKTCAMP_1376,Retargeting_Europe_376,X,Retargeting,Leads,Fitness Enthusiasts,Europe,Tablet,Story,2025-01-24,6811.38,345435,18276,5.29,0.37,2287,12.52,2.98,152396.63,22.37,7.84,
MKTCAMP_1377,Sales Conversion_APAC_377,YouTube,Sales Conversion,Traffic,Young Professionals 25-34,APAC,Mobile,Video,2025-04-08,11677.79,1242861,17155,1.38,0.68,1343,7.83,8.7,363116.28,31.09,2.43,21.41
MKTCAMP_1378,Product Launch_Latin America_378,Google Ads,Product Launch,Traffic,Fitness Enthusiasts,Latin America,Mobile,Carousel,2025-01-02,9191.9,1925800,111993,5.82,0.08,13861,12.38,0.66,2021133.36,219.88,11.47,
MKTCAMP_1379,App Install_India_379,Meta,App Install,Leads,Students 18-24,India,Mobile,Search Ad,2025-04-27,748.21,115596,9013,7.8,0.08,1011,11.22,0.74,312988.97,418.32,13.72,
MKTCAMP_1380,Sales Conversion_North America_380,TikTok,Sales Conversion,Leads,Students 18-24,North America,Mobile,Search Ad,2025-02-22,3453.68,699168,6559,0.94,0.53,645,9.84,5.35,48687.1,14.1,1.4,
MKTCAMP_1381,Brand Awareness_Latin America_381,Google Ads,Brand Awareness,Leads,Tech Decision Makers,Latin America,Desktop,Image,2025-01-03,10839.84,1009268,43767,4.34,0.25,4639,10.6,2.34,204099.78,18.83,3.33,
MKTCAMP_1382,Sales Conversion_Europe_382,YouTube,Sales Conversion,Traffic,Luxury Buyers,Europe,Mobile,Search Ad,2025-01-20,14186.74,1443786,91049,6.31,0.16,10848,11.92,1.31,3260837.16,229.85,13.18,
MKTCAMP_1383,Lead Generation_APAC_383,Meta,Lead Generation,Awareness,Healthcare Professionals,APAC,Desktop,Image,2025-04-12,11033.31,1777841,46767,2.63,0.24,2740,5.86,4.03,773982.19,70.15,8.92,
MKTCAMP_1384,Brand Awareness_Middle East_384,TikTok,Brand Awareness,Leads,Parents with Kids,Middle East,Desktop,Carousel,2025-03-31,20060.32,3772062,277105,7.35,0.07,45836,16.54,0.44,7696564.34,383.67,6.72,
MKTCAMP_1385,Retargeting_Latin America_385,Meta,Retargeting,Traffic,Small Business Owners,Latin America,Tablet,Video,2025-02-21,14763.87,1576944,83084,5.27,0.18,10674,12.85,1.38,2671591.25,180.95,7.68,28.35
MKTCAMP_1386,Product Launch_Middle East_386,TikTok,Product Launch,Traffic,Tech Decision Makers,Middle East,Mobile,Carousel,2025-01-11,11047.97,725486,55207,7.61,0.2,3617,6.55,3.05,287287.89,26.0,1.64,
MKTCAMP_1387,Product Launch_APAC_387,TikTok,Product Launch,Leads,Parents with Kids,APAC,Mobile,Video,2025-01-30,16322.65,2524174,79735,3.16,0.2,1399,1.75,11.67,225352.66,13.81,6.58,69.17
MKTCAMP_1388,Sales Conversion_Middle East_388,Meta,Sales Conversion,Traffic,Healthcare Professionals,Middle East,Desktop,Video,2025-03-29,15341.59,1620484,35082,2.16,0.44,6241,17.79,2.46,1093925.72,71.3,13.11,26.24
MKTCAMP_1389,App Install_Latin America_389,LinkedIn,App Install,Conversions,Healthcare Professionals,Latin America,Mobile,Image,2025-01-03,12396.95,557324,25047,4.49,0.49,4350,17.37,2.85,665315.74,53.67,1.87,
MKTCAMP_1390,App Install_Latin America_390,Meta,App Install,Traffic,Fitness Enthusiasts,Latin America,Desktop,Image,2025-01-21,1258.42,138221,2344,1.7,0.54,21,0.91,59.92,5711.76,4.54,9.13,
MKTCAMP_1391,Lead Generation_Middle East_391,YouTube,Lead Generation,Leads,Healthcare Professionals,Middle East,Tablet,Image,2025-02-19,7586.5,1532586,20547,1.34,0.37,3539,17.23,2.14,461731.03,60.86,16.57,
MKTCAMP_1392,Lead Generation_APAC_392,X,Lead Generation,Awareness,Small Business Owners,APAC,Tablet,Video,2025-01-13,15272.1,2883484,241362,8.37,0.06,13388,5.55,1.14,4519298.2,295.92,7.94,45.84
MKTCAMP_1393,Lead Generation_India_393,TikTok,Lead Generation,Leads,Small Business Owners,India,Tablet,Search Ad,2025-02-20,8839.48,1215016,20030,1.65,0.44,2041,10.19,4.33,415028.25,46.95,14.38,
MKTCAMP_1394,Brand Awareness_Middle East_394,LinkedIn,Brand Awareness,Conversions,Pet Owners,Middle East,Desktop,Image,2025-03-12,20924.42,2495853,71104,2.85,0.29,3582,5.04,5.84,330545.63,15.8,2.2,
MKTCAMP_1395,Product Launch_Latin America_395,TikTok,Product Launch,Engagement,Fitness Enthusiasts,Latin America,Tablet,Video,2025-04-09,8889.98,788048,64840,8.23,0.14,6652,10.26,1.34,938787.8,105.6,11.24,26.14
MKTCAMP_1396,Retargeting_Latin America_396,YouTube,Retargeting,Traffic,Gamers,Latin America,Mobile,Image,2025-01-20,11379.07,1737836,75770,4.36,0.15,5706,7.53,1.99,1985867.65,174.52,16.43,
MKTCAMP_1397,Sales Conversion_Latin America_397,TikTok,Sales Conversion,Awareness,Fitness Enthusiasts,Latin America,Desktop,Image,2025-01-14,15773.45,2247526,121981,5.43,0.13,4907,4.02,3.21,767671.09,48.67,1.88,
MKTCAMP_1398,Brand Awareness_Middle East_398,Google Ads,Brand Awareness,Awareness,Pet Owners,Middle East,Desktop,Video,2025-01-17,12150.88,1673715,37571,2.24,0.32,6526,17.37,1.86,2095012.25,172.42,13.69,57.67
MKTCAMP_1399,Lead Generation_Middle East_399,Google Ads,Lead Generation,Leads,Luxury Buyers,Middle East,Tablet,Search Ad,2025-02-22,21814.24,1385584,94263,6.8,0.23,2530,2.68,8.62,718892.95,32.96,5.97,
MKTCAMP_1400,Brand Awareness_India_400,Google Ads,Brand Awareness,Traffic,Small Business Owners,India,Tablet,Search Ad,2025-03-18,21988.72,4616038,74098,1.61,0.3,6370,8.6,3.45,2190744.67,99.63,9.56,
MKTCAMP_1401,Product Launch_India_401,LinkedIn,Product Launch,Engagement,Young Professionals 25-34,India,Desktop,Video,2025-04-03,21656.91,3161295,108753,3.44,0.2,5982,5.5,3.62,568477.77,26.25,14.38,45.92
MKTCAMP_1402,Lead Generation_APAC_402,YouTube,Lead Generation,Engagement,Healthcare Professionals,APAC,Mobile,Carousel,2025-01-18,13026.25,1675417,85043,5.08,0.15,13307,15.65,0.98,4575433.5,351.25,8.25,
MKTCAMP_1403,Retargeting_Middle East_403,LinkedIn,Retargeting,Traffic,Pet Owners,Middle East,Mobile,Carousel,2025-02-25,20774.21,3689811,186172,5.05,0.11,32078,17.23,0.65,3020202.88,145.38,3.09,
MKTCAMP_1404,Product Launch_Middle East_404,LinkedIn,Product Launch,Awareness,Pet Owners,Middle East,Mobile,Image,2025-05-01,21422.07,2550232,185158,7.26,0.12,29864,16.13,0.72,1492794.74,69.68,16.48,
MKTCAMP_1405,Sales Conversion_APAC_405,Meta,Sales Conversion,Conversions,Students 18-24,APAC,Tablet,Story,2025-01-14,11483.82,1514461,82922,5.48,0.14,13857,16.71,0.83,500475.35,43.58,9.45,
MKTCAMP_1406,Retargeting_Middle East_406,Meta,Retargeting,Leads,Young Professionals 25-34,Middle East,Desktop,Story,2025-04-13,17349.19,2950876,177333,6.01,0.1,5058,2.85,3.43,636329.72,36.68,7.41,
MKTCAMP_1407,Product Launch_Middle East_407,LinkedIn,Product Launch,Leads,Parents with Kids,Middle East,Tablet,Carousel,2025-02-08,20208.71,1822356,38391,2.11,0.53,6624,17.26,3.05,217507.33,10.76,18.46,
MKTCAMP_1408,App Install_Middle East_408,LinkedIn,App Install,Conversions,Gamers,Middle East,Desktop,Story,2025-02-10,17082.12,3230646,90019,2.79,0.19,675,0.75,25.31,179629.82,10.52,15.63,
MKTCAMP_1409,Sales Conversion_APAC_409,LinkedIn,Sales Conversion,Awareness,Students 18-24,APAC,Mobile,Story,2025-02-05,18641.67,1225001,79658,6.5,0.23,11117,13.96,1.68,2676228.37,143.56,14.45,
MKTCAMP_1410,Retargeting_APAC_410,TikTok,Retargeting,Leads,Small Business Owners,APAC,Mobile,Search Ad,2025-01-24,21225.08,3193286,35691,1.12,0.59,3224,9.03,6.58,176829.27,8.33,8.25,
MKTCAMP_1411,App Install_Latin America_411,X,App Install,Conversions,Young Professionals 25-34,Latin America,Desktop,Story,2025-04-13,10474.11,543415,17527,3.23,0.6,428,2.44,24.47,123535.89,11.79,17.6,
MKTCAMP_1412,Sales Conversion_Middle East_412,LinkedIn,Sales Conversion,Engagement,Small Business Owners,Middle East,Tablet,Carousel,2025-03-23,2271.75,481430,22304,4.63,0.1,1280,5.74,1.77,69882.71,30.76,9.86,
MKTCAMP_1413,Lead Generation_Latin America_413,LinkedIn,Lead Generation,Engagement,Pet Owners,Latin America,Mobile,Story,2025-01-10,19965.63,3339762,26946,0.81,0.74,478,1.78,41.77,75963.5,3.8,6.31,
MKTCAMP_1414,App Install_APAC_414,TikTok,App Install,Leads,Students 18-24,APAC,Desktop,Search Ad,2025-04-29,6193.42,561004,38755,6.91,0.16,6495,16.76,0.95,1036815.44,167.41,16.88,
MKTCAMP_1415,Product Launch_North America_415,X,Product Launch,Leads,Tech Decision Makers,North America,Desktop,Search Ad,2025-03-23,8376.64,1053435,23500,2.23,0.36,2751,11.71,3.04,944346.66,112.74,11.64,
MKTCAMP_1416,Brand Awareness_Latin America_416,Google Ads,Brand Awareness,Awareness,Gamers,Latin America,Tablet,Carousel,2025-03-24,9266.45,1451192,20253,1.4,0.46,3250,16.05,2.85,620707.31,66.98,8.97,
MKTCAMP_1417,Brand Awareness_Latin America_417,YouTube,Brand Awareness,Engagement,Healthcare Professionals,Latin America,Tablet,Image,2025-04-12,14853.69,2264609,22224,0.98,0.67,2765,12.45,5.37,297011.15,20.0,13.55,
MKTCAMP_1418,Brand Awareness_North America_418,TikTok,Brand Awareness,Conversions,Young Professionals 25-34,North America,Desktop,Search Ad,2025-04-06,20652.1,3814701,185976,4.88,0.11,17859,9.6,1.16,1352288.97,65.48,14.61,
MKTCAMP_1419,App Install_Latin America_419,YouTube,App Install,Conversions,Healthcare Professionals,Latin America,Tablet,Story,2025-02-17,7149.53,925186,25004,2.7,0.29,710,2.84,10.07,164335.51,22.99,2.14,
MKTCAMP_1420,Product Launch_Latin America_420,TikTok,Product Launch,Conversions,Healthcare Professionals,Latin America,Tablet,Image,2025-01-04,18841.81,1830776,7343,0.4,2.57,693,9.44,27.19,31179.88,1.65,5.98,
MKTCAMP_1421,Brand Awareness_Middle East_421,TikTok,Brand Awareness,Traffic,Pet Owners,Middle East,Mobile,Carousel,2025-02-14,17820.92,913930,65790,7.2,0.27,372,0.57,47.91,40541.91,2.27,14.02,
MKTCAMP_1422,Retargeting_Europe_422,LinkedIn,Retargeting,Engagement,Students 18-24,Europe,Tablet,Image,2025-03-02,8248.62,481229,15966,3.32,0.52,835,5.23,9.88,250222.62,30.34,6.62,
MKTCAMP_1423,Product Launch_India_423,Google Ads,Product Launch,Awareness,Students 18-24,India,Mobile,Video,2025-04-14,19828.85,3976417,155633,3.91,0.13,25561,16.42,0.78,3853110.57,194.32,17.88,22.14
MKTCAMP_1424,Brand Awareness_India_424,X,Brand Awareness,Traffic,Young Professionals 25-34,India,Tablet,Carousel,2025-04-30,17331.97,2233857,79077,3.54,0.22,9151,11.57,1.89,2335648.8,134.76,1.28,
MKTCAMP_1425,Lead Generation_Europe_425,X,Lead Generation,Conversions,Tech Decision Makers,Europe,Tablet,Image,2025-03-13,4590.35,772777,44803,5.8,0.1,7798,17.41,0.59,2133003.26,464.67,17.65,
MKTCAMP_1426,Product Launch_Middle East_426,TikTok,Product Launch,Conversions,Gamers,Middle East,Tablet,Carousel,2025-03-23,17712.24,1658740,20791,1.25,0.85,2948,14.18,6.01,696104.61,39.3,2.03,
MKTCAMP_1427,Product Launch_North America_427,X,Product Launch,Leads,Luxury Buyers,North America,Tablet,Carousel,2025-02-27,9321.24,1978190,88093,4.45,0.11,7111,8.07,1.31,1254834.61,134.62,4.81,
MKTCAMP_1428,Product Launch_North America_428,YouTube,Product Launch,Conversions,Luxury Buyers,North America,Tablet,Carousel,2025-02-05,9533.33,1015932,8372,0.82,1.14,1166,13.93,8.18,190386.13,19.97,15.42,
MKTCAMP_1429,Brand Awareness_North America_429,X,Brand Awareness,Conversions,Healthcare Professionals,North America,Tablet,Image,2025-02-11,21333.53,1667405,95451,5.72,0.22,8366,8.76,2.55,2607265.21,122.21,4.93,
MKTCAMP_1430,Product Launch_India_430,Meta,Product Launch,Engagement,Small Business Owners,India,Tablet,Search Ad,2025-03-23,17106.42,2555620,71351,2.79,0.24,2062,2.89,8.3,491837.98,28.75,13.98,
MKTCAMP_1431,App Install_APAC_431,LinkedIn,App Install,Leads,Luxury Buyers,APAC,Desktop,Video,2025-02-14,8232.87,1284902,46263,3.6,0.18,6005,12.98,1.37,562962.07,68.38,16.6,37.99
MKTCAMP_1432,Product Launch_Europe_432,LinkedIn,Product Launch,Awareness,Healthcare Professionals,Europe,Tablet,Search Ad,2025-03-17,9510.76,479880,6254,1.3,1.52,595,9.53,15.98,68799.65,7.23,15.65,
MKTCAMP_1433,Sales Conversion_India_433,Google Ads,Sales Conversion,Conversions,Fitness Enthusiasts,India,Mobile,Image,2025-01-15,859.99,93082,2915,3.13,0.3,24,0.84,35.83,1675.15,1.95,8.36,
MKTCAMP_1434,Retargeting_APAC_434,Meta,Retargeting,Engagement,Fitness Enthusiasts,APAC,Desktop,Search Ad,2025-01-18,12575.18,1418130,66660,4.7,0.19,7275,10.91,1.73,241352.66,19.19,9.23,
MKTCAMP_1435,Product Launch_Europe_435,YouTube,Product Launch,Leads,Luxury Buyers,Europe,Desktop,Carousel,2025-03-13,24105.73,3216326,189380,5.89,0.13,11282,5.96,2.14,3132754.63,129.96,14.57,
MKTCAMP_1436,Product Launch_Europe_436,Meta,Product Launch,Awareness,Pet Owners,Europe,Mobile,Story,2025-03-21,13271.75,2862484,40560,1.42,0.33,323,0.8,41.09,89293.55,6.73,15.16,
MKTCAMP_1437,Retargeting_Middle East_437,Google Ads,Retargeting,Conversions,Young Professionals 25-34,Middle East,Mobile,Story,2025-03-13,3445.08,302494,1640,0.54,2.1,92,5.63,37.45,25521.3,7.41,10.16,
MKTCAMP_1438,Sales Conversion_Middle East_438,YouTube,Sales Conversion,Engagement,Students 18-24,Middle East,Tablet,Story,2025-04-01,9028.34,965247,3966,0.41,2.28,227,5.75,39.77,53768.76,5.96,18.05,
MKTCAMP_1439,Product Launch_North America_439,TikTok,Product Launch,Traffic,Fitness Enthusiasts,North America,Tablet,Carousel,2025-02-07,21252.99,940383,72205,7.68,0.29,10257,14.21,2.07,2869091.73,135.0,9.12,
MKTCAMP_1440,Retargeting_APAC_440,Google Ads,Retargeting,Conversions,Gamers,APAC,Desktop,Story,2025-03-14,10251.13,968986,9032,0.93,1.13,405,4.49,25.31,44109.83,4.3,9.57,
MKTCAMP_1441,Product Launch_APAC_441,X,Product Launch,Leads,Tech Decision Makers,APAC,Mobile,Video,2025-02-04,18812.39,2356924,20470,0.87,0.92,3533,17.26,5.32,1171796.41,62.29,14.78,94.31
MKTCAMP_1442,Retargeting_North America_442,YouTube,Retargeting,Engagement,Tech Decision Makers,North America,Tablet,Search Ad,2025-01-28,13839.82,2952010,29886,1.01,0.46,2061,6.9,6.72,210473.45,15.21,4.59,
MKTCAMP_1443,Brand Awareness_India_443,TikTok,Brand Awareness,Engagement,Gamers,India,Mobile,Image,2025-02-14,3949.67,600485,40404,6.73,0.1,4290,10.62,0.92,330450.41,83.67,15.23,
MKTCAMP_1444,Product Launch_Europe_444,Google Ads,Product Launch,Leads,Small Business Owners,Europe,Mobile,Image,2025-04-21,16080.89,1766804,103542,5.86,0.16,5227,5.05,3.08,734192.3,45.66,17.07,
MKTCAMP_1445,App Install_Europe_445,X,App Install,Conversions,Luxury Buyers,Europe,Tablet,Carousel,2025-04-15,7617.36,949106,72228,7.61,0.11,9306,12.89,0.82,464416.23,60.97,3.75,
MKTCAMP_1446,Brand Awareness_India_446,Meta,Brand Awareness,Awareness,Healthcare Professionals,India,Tablet,Search Ad,2025-03-10,692.12,106286,4279,4.03,0.16,121,2.85,5.72,40721.21,58.84,10.36,
MKTCAMP_1447,Retargeting_India_447,Meta,Retargeting,Awareness,Pet Owners,India,Tablet,Search Ad,2025-04-26,6426.39,836128,49372,5.9,0.13,905,1.83,7.1,106704.22,16.6,15.16,
MKTCAMP_1448,Brand Awareness_Middle East_448,X,Brand Awareness,Awareness,Fitness Enthusiasts,Middle East,Mobile,Carousel,2025-03-31,11761.79,1627642,63572,3.91,0.19,806,1.27,14.59,66930.18,5.69,8.91,
MKTCAMP_1449,Lead Generation_Latin America_449,Meta,Lead Generation,Conversions,Fitness Enthusiasts,Latin America,Desktop,Story,2025-03-04,5625.04,275605,19936,7.23,0.28,3522,17.67,1.6,999563.74,177.7,15.97,
MKTCAMP_1450,App Install_Latin America_450,Meta,App Install,Engagement,Pet Owners,Latin America,Desktop,Story,2025-01-10,6428.44,1368697,27306,2.0,0.24,4682,17.15,1.37,1630938.06,253.71,13.51,
MKTCAMP_1451,Brand Awareness_APAC_451,X,Brand Awareness,Awareness,Luxury Buyers,APAC,Tablet,Image,2025-02-28,24538.02,3497088,87507,2.5,0.28,7129,8.15,3.44,1567948.69,63.9,2.46,
MKTCAMP_1452,Retargeting_North America_452,TikTok,Retargeting,Traffic,Healthcare Professionals,North America,Tablet,Story,2025-03-23,15747.41,3411078,66170,1.94,0.24,9508,14.37,1.66,3047576.55,193.53,17.53,
MKTCAMP_1453,Sales Conversion_North America_453,X,Sales Conversion,Engagement,Parents with Kids,North America,Tablet,Carousel,2025-02-24,24023.32,3215827,267434,8.32,0.09,36780,13.75,0.65,3006208.14,125.14,9.45,
MKTCAMP_1454,Product Launch_India_454,Meta,Product Launch,Awareness,Pet Owners,India,Desktop,Search Ad,2025-03-15,18099.11,1529759,85497,5.59,0.21,10401,12.17,1.74,853546.81,47.16,10.98,
MKTCAMP_1455,App Install_India_455,Meta,App Install,Traffic,Students 18-24,India,Tablet,Video,2025-01-13,19404.86,2518774,12544,0.5,1.55,82,0.66,236.64,11828.45,0.61,17.22,33.29
MKTCAMP_1456,Product Launch_North America_456,X,Product Launch,Engagement,Young Professionals 25-34,North America,Mobile,Story,2025-01-01,16041.91,1282930,38558,3.01,0.42,5915,15.34,2.71,1557038.94,97.06,2.85,
MKTCAMP_1457,Lead Generation_Latin America_457,TikTok,Lead Generation,Conversions,Fitness Enthusiasts,Latin America,Desktop,Image,2025-01-12,11003.2,497900,21385,4.3,0.51,2586,12.09,4.25,175643.29,15.96,6.2,
MKTCAMP_1458,Retargeting_North America_458,X,Retargeting,Conversions,Pet Owners,North America,Desktop,Video,2025-02-20,10247.0,2105918,177852,8.45,0.06,2287,1.29,4.48,625546.04,61.05,7.63,46.4
MKTCAMP_1459,Retargeting_Middle East_459,X,Retargeting,Traffic,Gamers,Middle East,Tablet,Video,2025-01-01,18979.49,3896807,315739,8.1,0.06,33467,10.6,0.57,4828577.63,254.41,14.82,35.08
MKTCAMP_1460,Product Launch_Europe_460,Meta,Product Launch,Conversions,Small Business Owners,Europe,Tablet,Search Ad,2025-03-29,14319.81,1497051,85612,5.72,0.17,4029,4.71,3.55,367886.95,25.69,17.09,
MKTCAMP_1461,Brand Awareness_Latin America_461,TikTok,Brand Awareness,Traffic,Young Professionals 25-34,Latin America,Desktop,Story,2025-03-30,2994.19,392455,8590,2.19,0.35,101,1.18,29.65,4194.13,1.4,4.23,
MKTCAMP_1462,Product Launch_Europe_462,Meta,Product Launch,Traffic,Small Business Owners,Europe,Desktop,Video,2025-01-14,21735.87,1974620,159918,8.1,0.14,17076,10.68,1.27,2898079.65,133.33,11.24,56.34
MKTCAMP_1463,Retargeting_Europe_463,LinkedIn,Retargeting,Conversions,Pet Owners,Europe,Desktop,Carousel,2025-01-09,19090.02,1734314,56533,3.26,0.34,9128,16.15,2.09,3038401.62,159.16,16.64,
MKTCAMP_1464,App Install_APAC_464,YouTube,App Install,Conversions,Young Professionals 25-34,APAC,Tablet,Story,2025-02-14,10776.48,1944785,82815,4.26,0.13,7624,9.21,1.41,728073.97,67.56,11.43,
MKTCAMP_1465,Lead Generation_Middle East_465,X,Lead Generation,Engagement,Fitness Enthusiasts,Middle East,Tablet,Carousel,2025-01-12,5060.33,504422,36952,7.33,0.14,1523,4.12,3.32,80369.7,15.88,2.39,
MKTCAMP_1466,Lead Generation_APAC_466,Google Ads,Lead Generation,Engagement,Small Business Owners,APAC,Tablet,Image,2025-02-24,23549.22,3090733,114858,3.72,0.21,16873,14.69,1.4,5019115.08,213.13,6.95,
MKTCAMP_1467,Lead Generation_India_467,LinkedIn,Lead Generation,Traffic,Gamers,India,Tablet,Carousel,2025-03-12,17493.64,3127899,178373,5.7,0.1,5623,3.15,3.11,1744718.99,99.73,10.53,
MKTCAMP_1468,App Install_India_468,YouTube,App Install,Traffic,Healthcare Professionals,India,Tablet,Image,2025-01-27,7420.57,864801,6091,0.7,1.22,166,2.74,44.7,45645.84,6.15,1.2,
MKTCAMP_1469,App Install_Europe_469,YouTube,App Install,Engagement,Tech Decision Makers,Europe,Tablet,Image,2025-03-24,10705.86,1435140,12091,0.84,0.89,2119,17.53,5.05,216901.06,20.26,6.46,
MKTCAMP_1470,Lead Generation_Middle East_470,Google Ads,Lead Generation,Conversions,Students 18-24,Middle East,Mobile,Story,2025-03-23,7946.59,647448,2667,0.41,2.98,353,13.26,22.51,119804.87,15.08,5.08,
MKTCAMP_1471,Brand Awareness_North America_471,YouTube,Brand Awareness,Awareness,Tech Decision Makers,North America,Desktop,Carousel,2025-02-19,16744.66,2905890,211323,7.27,0.08,16686,7.9,1.0,2118085.63,126.49,6.83,
MKTCAMP_1472,Product Launch_APAC_472,YouTube,Product Launch,Conversions,Parents with Kids,APAC,Tablet,Story,2025-04-09,17959.22,3358738,62844,1.87,0.29,4393,6.99,4.09,1399701.45,77.94,15.16,
MKTCAMP_1473,Brand Awareness_North America_473,Google Ads,Brand Awareness,Awareness,Healthcare Professionals,North America,Mobile,Carousel,2025-01-06,24629.03,4328913,155186,3.58,0.16,16816,10.84,1.46,4061477.02,164.91,2.56,
MKTCAMP_1474,Product Launch_India_474,Google Ads,Product Launch,Leads,Tech Decision Makers,India,Tablet,Story,2025-02-24,13840.18,2320690,40735,1.76,0.34,5768,14.16,2.4,1250544.45,90.36,17.67,
MKTCAMP_1475,Product Launch_Latin America_475,X,Product Launch,Leads,Small Business Owners,Latin America,Tablet,Search Ad,2025-01-20,1539.35,135091,7122,5.27,0.22,405,5.69,3.8,104739.37,68.04,14.33,
MKTCAMP_1476,Brand Awareness_North America_476,LinkedIn,Brand Awareness,Conversions,Pet Owners,North America,Tablet,Carousel,2025-03-10,3011.64,399023,18043,4.52,0.17,1256,6.96,2.4,412641.16,137.02,15.52,
MKTCAMP_1477,Product Launch_Latin America_477,LinkedIn,Product Launch,Traffic,Healthcare Professionals,Latin America,Tablet,Image,2025-03-31,17581.63,2963889,122702,4.14,0.14,20389,16.62,0.86,5143543.97,292.55,13.81,
MKTCAMP_1478,Sales Conversion_North America_478,TikTok,Sales Conversion,Traffic,Gamers,North America,Mobile,Story,2025-01-15,21611.43,1930611,133931,6.94,0.16,5245,3.92,4.12,736971.93,34.1,7.01,
MKTCAMP_1479,App Install_North America_479,TikTok,App Install,Conversions,Healthcare Professionals,North America,Desktop,Video,2025-01-02,24473.87,4752255,288912,6.08,0.08,38204,13.22,0.64,8017617.29,327.6,17.58,54.7
MKTCAMP_1480,Lead Generation_Europe_480,X,Lead Generation,Awareness,Young Professionals 25-34,Europe,Desktop,Search Ad,2025-03-08,9822.68,681167,46103,6.77,0.21,6156,13.35,1.6,941828.68,95.88,1.64,
MKTCAMP_1481,Retargeting_India_481,X,Retargeting,Awareness,Fitness Enthusiasts,India,Mobile,Video,2025-04-09,21055.43,885491,54014,6.1,0.39,9441,17.48,2.23,1605457.39,76.25,5.27,71.39
MKTCAMP_1482,Retargeting_India_482,Google Ads,Retargeting,Traffic,Luxury Buyers,India,Tablet,Image,2025-04-02,20519.64,2839045,233738,8.23,0.09,3282,1.4,6.25,628616.53,30.63,13.63,
MKTCAMP_1483,Sales Conversion_Middle East_483,YouTube,Sales Conversion,Leads,Small Business Owners,Middle East,Desktop,Image,2025-01-08,21634.69,1563452,107565,6.88,0.2,10941,10.17,1.98,1716612.03,79.35,3.48,
MKTCAMP_1484,App Install_India_484,TikTok,App Install,Awareness,Fitness Enthusiasts,India,Mobile,Video,2025-04-25,21699.75,1482292,43124,2.91,0.5,2404,5.58,9.03,742481.39,34.22,12.84,78.73
MKTCAMP_1485,Sales Conversion_Europe_485,YouTube,Sales Conversion,Leads,Small Business Owners,Europe,Tablet,Video,2025-01-06,6636.46,1011909,50910,5.03,0.13,7674,15.07,0.86,2455279.87,369.97,1.41,68.92
